분류,건축구분,대지위치,대지면적(제곱미터),건축면적(제곱미터),연면적(제곱미터),증축연면적(제곱미터),건폐율(퍼센트),용적률(퍼센트),취소구분,허가_신고일,효력상실일,착공처리일,사용승인일,최대지상층수,최대지하층수,주용도,부속용도,용도지역,용도지구,용도구역,세대수,호수,가구수,데이터기준일자
건축허가,신축,서울특별시 광진구 중곡동 16,508.4,208.38,1217.27,,40.99,199.17,,2019-03-22,,2019-04-17,2020-07-03,7,1,제2종근린생활시설,(사무소),제2종일반주거지역,조망가로미관지구,지구단위계획구역,,13,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 353,287.57,142.77,803.82,,49.65,235.17,,2019-03-22,,2019-07-30,2020-04-06,6,1,공동주택,다세대주택/근린생활시설,제3종일반주거지역,,,10,5,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 389-3,324,170.38,485.98,,52.58,149.99,,2019-03-21,,2019-06-07,2019-11-25,5,0,공동주택,단지형다세대주택,제1종일반주거지역,고도지구,,13,1,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 243-3,155,89.4,618.7,,57.68,345.29,,2019-03-21,,2019-11-05,2020-06-23,9,1,공동주택,단지형다세대/업무시설/근린생활시설,준주거지역,재정비촉진지구,지구단위계획구역,9,6,,2023-01-28
건축신고,용도변경,서울특별시 광진구 중곡동 68-4,150.7,89.77,177.74,,59.57,117.94,,2019-03-20,,,,2,,단독주택,단독주택,제1종일반주거지역,,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 680-11,315.8,187.7,1390.79,,59.44,347.56,,2019-03-18,,2019-06-14,,10,2,공동주택,"도시형생활주택(단지형다세대)&업무시설(오피스텔)& 제1,2종근,생시설(소매점,의원,사무소)",도시지역,,제1종지구단위계획구역,10,10,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 630-41,152,72.92,248.25,,47.97,94.57,,2019-03-15,,,,2,1,제2종근린생활시설,사무소,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 232-10,208.1,119.8,312,,57.57,149.93,,2019-03-15,,2020-03-10,2020-08-27,4,0,단독주택,"다가구, 제2종근린생활시설(사무소)",제1종일반주거지역,최고고도지구,,,1,6,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 227-83,107.1,53.26,162.15,,49.73,151.4,,2019-03-15,,2019-10-18,2020-02-28,4,0,단독주택,다가구주택,제3종일반주거지역,,,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 227-276 외2필지,367.2,219.86,685.33,,59.87,186.64,,2019-03-15,,2019-05-28,2019-10-23,5,0,공동주택,다세대주택 /근린생활시설,제2종일반주거지역,대공방어협조구역,학교환경위생정화구역,16,1,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 227-33,163,97.06,321.18,,59.55,197.04,,2019-03-15,,2019-05-07,2019-11-19,5,0,단독주택,제2종 근린생활시설 및 다가구주택,제2종일반주거지역,,,,5,7,2023-01-28
건축신고,증축,서울특별시 광진구 구의동 668-4,1193,682.81,3028.47,73.1,57.2347,156.43,,2019-03-15,,2019-04-22,2019-05-27,5,2,종교시설,교회,제2종일반주거지역,중심지미관지구,,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 중곡동 256-5,227.1,97.08,396.71,,42.75,121.88,,2019-03-15,,,,3,1,제1종근린생활시설,및다가구주택,제2종일반주거지역,,,,,3,2023-01-28
건축신고,용도변경,서울특별시 광진구 중곡동 256-49,188.4,86.61,163.11,,45.97,86.58,,2019-03-15,,,,2,,단독주택,단독주택,도시지역,대공방어협조구역,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 204-45,328.17,196.08,654.67,,59.75,199.49,,2019-03-14,,2019-05-22,2019-12-31,6,0,공동주택,다세대주택(단지형),제2종일반주거지역,,,18,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 204-42 외1필지,323.13,193.71,678.32,,59.95,199.74,,2019-03-14,,2019-04-15,2019-11-14,6,1,공동주택,도시형생활주택(단지형다세대-18세대),제2종일반주거지역,,,18,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 256-8,529.3,247.21,1394.26,,46.7,191.46,,2019-03-13,,2019-05-14,2020-06-18,6,1,공동주택,"도시형생활주택(원룸형),근린생활시설",제3종일반주거지역,,지구단위계획구역,20,2,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 19-8,204.3,116.62,801.77,,57.08,379.6,,2019-03-13,,2019-06-21,2020-07-28,9,1,공동주택,"단지형다세대주택,제2종근린생활시설(사무소)",도시지역,,,5,3,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 36-26 외1필지,186.51,111.16,347.66,,59.6,186.4,,2019-03-12,,,,5,0,공동주택,다세대주택,도시지역,,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 150-88,194.7,115.72,383.51,,59.44,196.97,,2019-03-11,,2020-04-22,2020-10-23,5,0,공동주택,다세대주택,제2종일반주거지역,,,9,1,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 46-25,210.6,125.22,315.57,,59.46,149.84,,2019-03-11,,,,5,0,공동주택,도시형생활주택(단지형다세대),제1종일반주거지역,,,10,1,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 624-10,177.5,105.67,330.13,,59.53,185.99,,2019-03-11,,2019-04-17,2019-09-02,5,0,공동주택,다세대주택,제2종일반주거지역,,,9,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 240-9,254.9,152.63,380.56,,59.88,149.3,,2019-03-11,,,,5,0,공동주택,도시형생활주택(단지형다세대),도시지역,고도지구,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 797-5,200.7,99.56,363.35,,49.61,181.04,,2019-03-08,,2019-05-01,2020-01-13,5,0,공동주택,"다세대주택 (10세대), 근생시설(사무소1호)",제3종일반주거지역,,,10,1,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 78-39,257.9,153.55,515.51,,59.54,199.88,,2019-03-08,,,,4,0,단독주택,다가구 주택,도시지역,,,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 78-18 외1필지,273.92,164.16,547.68,,59.93,199.94,,2019-03-08,,2019-04-26,2019-10-10,5,0,공동주택,"근린생활시설, 다세대주택",도시지역,,,9,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 369-6 외1필지,210.1,112.49,267.55,,53.54,127.34,,2019-03-08,,2019-05-11,2019-12-31,5,0,공동주택,도시형생활주택(단지형다세대주택),제1종일반주거지역,고도지구,,6,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 614-11,203.53,120.54,303.72,,59.22,149.23,,2019-03-08,,2019-04-18,2019-09-02,5,0,공동주택,도시형생활주택(단지형다세대),제1종일반주거지역,,,11,1,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 18-91,215.9,129.12,487.4,,59.81,198.91,,2019-03-08,,2019-04-15,2019-09-04,6,1,공동주택,도시형생활주택(단지형 다세대),제2종일반주거지역,,지구단위계획구역,14,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 33-35,235,140.48,466.69,,59.78,198.59,,2019-03-08,,2019-04-25,2019-10-29,5,0,제2종근린생활시설,다세대주택,제2종일반주거지역,,지구단위계획구역,13,1,,2023-01-28
건축신고,용도변경,서울특별시 광진구 자양동 10-19,287.9,171.78,1018.56,,59.66,272.82,,2019-03-08,,,,5,1,제2종근린생활시설,"소매점,일반음식점,다가구",도시지역,,,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 687-21,160.3,94.46,319.96,,58.93,199.6,,2019-03-07,,2019-04-30,2019-08-28,5,0,공동주택,근린생활시설/다세대주택,제2종일반주거지역,,학교환경위생정화구역,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 233-17,104.07,61.37,142.91,,58.97,137.32,,2019-03-07,,,,4,0,단독주택,다가구주택,,,,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 147-83 외2필지,667,397.46,1450.44,,59.59,147.53,,2019-03-07,,2019-04-03,,3,1,제1종근린생활시설,제2종근린생활시설,제1종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 64-7,119.82,71.34,182.1,,59.54,151.98,,2019-03-07,,2019-08-21,2020-04-28,4,0,단독주택,다가구주택,제2종일반주거지역,,,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 67-10 외1필지,329.6,189.9,747.51,,57.62,149.94,,2019-03-07,,2019-04-09,2019-11-05,4,1,공동주택,다세대주택,도시지역,,,12,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 244-8,203,121.18,303.65,,59.69,149.58,,2019-03-07,,2020-03-19,2020-08-21,4,0,단독주택,다가구주택 및 근린생활시설,도시지역,대공방어협조구역,,,,7,2023-01-28
건축허가,신축,서울특별시 광진구 능동 241-16,127.43,75.91,191.1,,59.57,149.96,,2019-03-06,,2019-06-17,2019-11-18,4,0,단독주택,다가구주택,,,,,,6,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 232-61,128.1,76.62,192.86,,59.81,150.55,,2019-03-06,,,,4,0,단독주택,다가구주택(4가구),제2종일반주거지역,대공방어협조구역,학교환경위생정화구역,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 239-52,145.5,83.3,242.2,,57.25,166.46,,2019-03-06,,2019-05-13,2019-10-18,5,0,공동주택,다세대주택,제2종일반주거지역,,,6,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 227-32 외1필지,215.6,107.37,481.77,,49.8,223.46,,2019-03-05,,2019-07-15,2019-12-31,5,0,단독주택,"근린생활시설, 다가구주택",제3종일반주거지역,대공방어협조구역,학교환경위생정화구역,,,10,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 189-49,204.76,122.27,371.87,,59.71,181.61,,2019-03-05,,2019-06-17,2019-10-31,5,0,공동주택,다세대주택,도시지역,,가축사육제한구역,11,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 771-24 외1필지,474.72,282.78,949.13,,59.57,199.93,,2019-03-04,,2020-05-26,,5,0,공동주택,근생 및 도시형생활주택(단지형다세대),도시지역,,,15,,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 45-59,136.5,81.59,264.57,,59.77,193.82,,2019-03-04,,2019-04-12,2019-08-13,5,0,공동주택,근생 및 다세대주택,제2종일반주거지역,,,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 210-32,190.07,113.94,399.49,,59.95,175.97,,2019-02-28,,,,4,1,단독주택,다가구주택(8가구),제2종일반주거지역,,,,,8,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 211-13,345.16,205.74,659.42,,59.61,191.05,,2019-02-27,,2019-07-16,2019-11-05,5,0,공동주택,다세대주택(12세대),제2종일반주거지역,,,12,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 99-5,357,214.13,728.7,,59.98,197.46,,2019-02-27,,,,5,0,제1종근린생활시설,"소매점,제2종근린생활시설(사무소),도시형생활주택(단지형다세대=7세대)",도시지역,,,7,3,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 53-16,192.7,115.46,384.99,,59.92,199.79,,2019-02-27,,2019-05-17,2019-11-28,5,0,공동주택,"다세대주택,제1종근린생활시설",도시지역,,가축사육제한구역,11,1,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 122-11,243.6,145.6,600.34,,59.77,196.81,,2019-02-27,,2019-04-08,2019-10-11,6,1,공동주택,"도시형단지형다세대주택,근린생활시설",도시지역,대공방어협조구역,,8,2,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 55-11,102.17,60.43,204.24,,59.15,199.9,,2019-02-27,,2019-03-18,2019-07-16,5,0,단독주택,다가구주택(5가구) 및 근린생활시설(1호),제2종일반주거지역,,중점경관관리구역,,1,5,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 141-22,275,162.78,358.58,,59.19,116.91,,2019-02-26,,,,2,1,제2종근린생활시설,,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 64-10 외1필지,297.2,150.83,445.64,,50.75,149.95,,2019-02-26,,2019-04-19,2019-10-23,5,0,공동주택,도시형생활주택(단지형다세대주택),제1종일반주거지역,,,9,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 198-22,202.36,121.06,399.84,,59.82,197.59,,2019-02-26,,2019-03-22,2019-08-21,5,0,단독주택,다가구주택,제2종일반주거지역,,,,,7,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 73-124,144.95,85.91,313.28,,59.27,148.55,취소,2019-02-22,,,,4,1,공동주택,다세대주택(7세대) 및 근린생활시설,제1종일반주거지역,,,7,1,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 76-19 외1필지,177.05,104.17,264.96,,58.84,149.65,,2019-02-22,,2019-04-05,2019-08-28,5,0,공동주택,다세대주택,제1종일반주거지역,,,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 107-62,135.2,76.07,202.74,,56.26,149.96,,2019-02-22,,2019-05-14,2019-11-05,5,0,공동주택,도시형생활주택(단지형다세대),제1종일반주거지역,,,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 126-64 외1필지,351.7,210.3,710.15,,59.8,178.37,,2019-02-22,,2019-04-08,2019-10-07,6,1,공동주택,"도시형생활주택(단지형다세대13세대),근린생활시설",제2종일반주거지역,,,13,1,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 251-68,181.8,108.91,345.4,,59.91,189.98,,2019-02-22,,2019-04-15,2019-11-07,5,0,공동주택,다세대주택,도시지역,대공방어협조구역,학교환경위생정화구역,9,1,,2023-01-28
건축신고,발코니구조변경,서울특별시 광진구 자양동 227-7 외6필지,60235.4,15419.671,417948.182,,25.6,414.9,,2019-02-22,,2019-02-26,2019-05-16,50,3,공동주택,"공동주택, 업무시설, 판매시설, 문화및집회시설, 운동시설",준주거지역,중심지미관지구,지구단위계획구역,"1,170",,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 58-11,186.8,111.86,372.66,,59.88,199.5,,2019-02-21,,2019-03-20,2019-07-19,5,0,공동주택,"다세대주택,제2종근린생활시설(사무소)",제2종일반주거지역,,,13,1,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 177-37,184.2,105.57,366.98,,57.31,199.23,,2019-02-21,,2019-06-20,2019-11-28,6,0,공동주택,도시형생활주택(단지형다세대),도시지역,,가축사육제한구역,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 235-16,265.2,132.55,698.03,,49.98,247.32,,2019-02-21,,2019-09-20,2020-04-23,6,1,공동주택,도시형생활주택(단지형다세대),도시지역,대공방어협조구역,학교환경위생정화구역,10,1,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 629-32,125.3,74.96,249.68,,59.82,199.27,,2019-02-20,,2019-07-31,2020-03-11,5,0,단독주택,"다가구주택, 제2종근린생활시설(사무실)",제2종일반주거지역,,,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 150-300 외2필지,607.9,342.46,1101.03,,56.33,149.79,,2019-02-20,,2019-04-09,2020-01-08,5,1,공동주택,도시형생활주택(단지형다세대주택),제1종일반주거지역,,,20,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 680-6 외1필지,240.6,133.85,965.95,,55.63,359.39,,2019-02-20,,2019-05-16,2020-04-03,10,1,공동주택,"도시형생활주택,오피스텔,근린생활시설",도시지역,재정비촉진지구,지구단위계획구역,14,16,,2023-01-28
건축신고,증축,서울특별시 광진구 능동 236-3,691.3,261.47,1646.93,-31.23,37.82,197.8,,2019-02-20,,2019-04-17,2019-07-18,1,1,업무시설,및 근린생활시설,제3종일반주거지역,중심지미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 30-46,195.7,117.32,371.37,,59.95,189.76,,2019-02-19,,2019-03-07,2019-06-18,5,0,공동주택,다세대주택,도시지역,대공방어협조구역,지구단위계획구역,12,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 638-7,123.7,74.01,240.91,,59.83,194.75,,2019-02-18,,2019-03-21,2020-03-16,4,0,단독주택,다가구주택.근린생활시설,제2종일반주거지역,,,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 248-8,231.7,135.63,462.19,,58.54,199.48,,2019-02-15,,2019-06-24,2019-12-17,5,0,공동주택,다세대주택,제2종일반주거지역,,,12,1,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 242-5,154.4,89.91,322.26,,58.23,196.59,,2019-02-15,,2019-04-10,2019-12-24,6,1,공동주택,다세대주택,제2종일반주거지역,,,11,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 96-19 외1필지,191.21,112.87,382.24,,59.03,199.91,,2019-02-11,,2019-02-27,2019-07-01,5,0,단독주택,다가구주택,제2종일반주거지역,,,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 242-29,149.58,89.28,294.44,,59.69,196.84,,2019-02-11,,2019-02-15,2019-09-06,5,0,단독주택,다가구주택,도시지역,대공방어협조구역,,,,6,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 150-228,253,151.29,504.19,,59.79,199.28,,2019-02-11,,2019-03-12,2019-08-28,5,0,공동주택,"다세대주택, 근생",제2종일반주거지역,,,11,,,2023-01-28
