건축구분,건물명,대지위치,대지면적(제곱미터),건축면적(제곱미터),연면적(제곱미터),증축연면적(제곱미터),건폐율(퍼센트),용적률(퍼센트),구조,허가일,착공처리일,사용승인일,최대지상층수,최대지하층수,주용도,부속용도,용도지역,용도지구,용도구역,세대수,호수,가구수
신축,,서울특별시 광진구 자양동 667-32,167.1,97.2,311.17,,58.17,186.22,철근콘크리트구조,2016-09-12,2016-10-19,2017-03-23,5,0,공동주택,도시형생활주택,도시지역,,,7,,
신축,머스트하우스,서울특별시 광진구 구의동 241-92,117,69.42,233.17,,59.33,199.29,철근콘크리트구조,2016-09-09,2016-09-21,2017-03-23,5,0,단독주택,다가구주택(3가구),제2종일반주거지역,,,,,3
신축,,서울특별시 광진구 광장동 396-7 외1필지,114.2,57,211.76,,49.91,185.43,철근콘크리트구조,2016-09-08,2016-10-19,2017-03-23,4,0,단독주택,다가구주택(6가구),제3종일반주거지역,,,,,6
신축,,서울특별시 광진구 능동 235-18,241.3,141.47,360.06,,58.63,149.22,철근콘크리트구조,2016-09-30,2016-11-22,2017-03-22,3,0,제2종근린생활시설,일반음식점,제1종일반주거지역,,,,,
신축,모모우,서울특별시 광진구 능동 248-14,159.7,92.2,287.82,,57.7332,145.65,철근콘크리트구조,2016-09-20,2016-09-30,2017-03-22,3,1,단독주택,다가구주택,도시지역,,가축사육제한구역,,2,5
신축,도원하늘채,서울특별시 광진구 중곡동 341-23,135.9,81.49,468.12,,59.96,344.46,철근콘크리트구조,2016-09-09,2016-09-20,2017-03-22,7,0,제2종근린생활시설,사무소,준주거지역,,제1종지구단위계획구역,,,
신축,수플러스,서울특별시 광진구 중곡동 194-70 외1필지,283.94,159.99,566.61,,56.35,199.55,철근콘크리트구조,2016-07-13,2016-08-01,2017-03-22,6,0,공동주택,다세대주택 및 근린생활시설,제2종일반주거지역,대공방어협조구역,학교환경위생정화구역,12,,
신축,아너스빌,서울특별시 광진구 구의동 231-8 외1필지,373.62,211.78,659.94,,56.68,176.63,철근콘크리트구조,2016-10-05,2016-10-11,2017-03-21,6,0,공동주택,도시형생활주택(단지형다세대),제2종일반주거지역,,,18,,
신축,,서울특별시 광진구 중곡동 288-27,197,112.62,395.77,,57.1675,149.3858,철근콘크리트구조,2016-09-02,2016-09-08,2017-03-21,4,1,공동주택,근생 및 다세대주택,제1종일반주거지역,,,7,,
신축,,서울특별시 광진구 능동 231-2,273.1,152.86,409.28,,55.97,149.86,철근콘크리트구조,2016-07-08,2016-07-29,2017-03-21,5,0,공동주택,도시형생활주택 단지형다세대주택 및 제2종근린생활시설,제1종일반주거지역,최고고도지구,,11,1,
신축,구의동 33-81 단독주택 (박규리),서울특별시 광진구 구의동 33-81,115.7,69.12,173.3,,59.74,149.78,철근콘크리트구조,2016-10-07,2016-10-13,2017-03-20,4,0,단독주택,다가구주택,도시지역,,,,,3
신축,서현아트빌,서울특별시 광진구 구의동 224-62,91.9,54.9,183.3,,59.739,199.456,철근콘크리트구조,2016-10-24,2016-11-01,2017-03-17,5,0,단독주택,다가구주택,도시지역,대공방어협조구역,상수원보호기타,,1,6
신축,,서울특별시 광진구 자양동 227-58,101.73,50.04,200.25,,49.19,196.84,철근콘크리트구조,2016-10-06,2016-10-12,2017-03-17,5,0,단독주택,"다가구주택,2종근린생활시설",도시지역,대공방어협조구역,학교환경위생정화구역,,,6
신축,이소빌,서울특별시 광진구 중곡동 601-1,177.5,105.44,362.22,,59.4,149.92,철근콘크리트구조,2016-07-13,2016-07-28,2017-03-17,4,1,공동주택,다세대주택,제1종일반주거지역,대공방어협조구역,학교환경위생정화구역,8,,
신축,,서울특별시 광진구 중곡동 235-6,326.9,191.1,637.49,,58.46,195.01,철근콘크리트구조,2016-06-10,2016-09-08,2017-03-17,5,0,공동주택,도시형생활주택(단지형다세대-11세대),제2종일반주거지역,,,11,,
신축,중곡동 근생및다가구주택,서울특별시 광진구 중곡동 243-5,137.34,82.23,240.97,,59.87,175.46,철근콘크리트구조,2016-10-11,2016-10-20,2017-03-16,4,0,단독주택,다가구주택및제2종근린생활시설,제2종일반주거지역,,,,,5
신축,,서울특별시 광진구 자양동 621-56,248.4,148,474.83,,59.58,191.15,철근콘크리트구조,2016-07-15,2016-07-29,2017-03-16,5,0,공동주택,다세대주택,제2종일반주거지역,,,10,,
신축,자양동 601-18 공동주택,서울특별시 광진구 자양동 601-18,362,201.75,643.13,,55.732,177.6602,철근콘크리트구조,2016-06-03,2016-07-07,2017-03-16,6,0,공동주택,다세대주택(도시형생활주택),도시지역,대공방어협조구역,학교환경위생정화구역,14,,
신축,,서울특별시 광진구 자양동 621-65,165,98.78,337.13,,59.87,186.78,철근콘크리트구조,2016-07-11,2016-07-29,2017-03-15,5,0,공동주택,다세대주택,제2종일반주거지역,,,,,8
신축,선 하우스,서울특별시 광진구 화양동 33-66,87.2,52.08,150.33,,59.72,172.4,철근콘크리트구조,2016-11-07,2016-11-10,2017-03-14,4,0,단독주택,다가구주택및사무소,도시지역,,,,,4
신축,자양동 678-16 단독주택 ,서울특별시 광진구 자양동 678-16,208.3,121.59,416.58,,58.37,199.99,철근콘크리트구조,2016-08-12,2016-09-30,2017-03-14,5,0,단독주택,"다가구주택 및 제2종 근린생활시설(소매점,사무소)",도시지역,,가축사육제한구역,,,10
대수선,,서울특별시 광진구 구의동 50-28,166.3,80.69,239.67,,48.52,96.32,벽돌구조,2017-03-13,,2017-03-13,2,1,공동주택,다세대주택,도시지역,대공방어협조구역,중점경관관리구역,6,,
대수선,구의동 54-11 제1종근린생활시설 (허무열),서울특별시 광진구 구의동 54-11,74.7,35.65,35.65,,47.72,47.72,벽돌구조,2016-11-01,2016-11-02,2017-03-13,1,,제1종근린생활시설,소매점,제3종일반주거지역,,제1종지구단위계획구역,,,
신축,아스하임,서울특별시 광진구 자양동 192-21 외1필지,337,182.69,598.47,,54.21,177.59,철근콘크리트구조,2016-09-30,2016-10-11,2017-03-13,6,0,공동주택,도시형생활주택(단지형다세대11세대)/근린생활시설,제2종일반주거지역,,,11,1,
신축,뉴그린빌리지,서울특별시 광진구 구의동 591-15,332.3,182.38,659.54,,54.88,198.48,철근콘크리트구조,2016-01-26,2016-07-04,2017-03-13,6,0,공동주택,단지형다세대주택,제2종일반주거지역,,,18,,
대수선,피코야 빌딩,서울특별시 광진구 능동 256-12,317.7,158.28,817.2,,49.82,186.26,철근콘크리트구조,2016-12-28,2017-01-06,2017-03-10,4,1,제1종근린생활시설,소매점,제3종일반주거지역,중심지미관지구,제1종지구단위계획구역,,,
신축,,서울특별시 광진구 구의동 221-75,167.9,99.75,326.33,,59.41,194.36,철근콘크리트구조,2016-10-10,2016-10-14,2017-03-10,5,0,공동주택,다세대주택,제2종일반주거지역,,,8,,
신축,우석메이빌,서울특별시 광진구 자양동 603-23 외1필지,373.6,175.36,657.355,,46.94,175.95,철근콘크리트구조,2016-08-10,2016-09-01,2017-03-10,6,0,공동주택,다세대-도시형생활주택(단지형),도시지역,대공방어협조구역,학교환경위생정화구역,15,,
신축,힐카운티10,서울특별시 광진구 구의동 596-10,335,185.75,658.61,,55.45,196.6,철근콘크리트구조,2016-07-22,2016-07-28,2017-03-10,6,0,공동주택,도시형생활주택(단지형 다세대주택(20세대)),제2종일반주거지역,,,20,,
신축,자양동 589-7 공동주택 ,서울특별시 광진구 자양동 589-7,779,380.82,1557.44,,48.89,199.93,철근콘크리트구조,2016-06-29,2016-08-03,2017-03-09,7,0,공동주택,"근,생및도시형생활주택28",제2종일반주거지역,,,28,,
신축,마인하임648,서울특별시 광진구 중곡동 648-12 외3필지,449.6,266.34,1779.66,,59.23,322.56,철근콘크리트구조,2016-01-29,2016-03-10,2017-03-08,8,2,업무시설,(오피스텔)/공동주택(다세대주택)/근린생활시설(사무소),준주거지역,,지구단위계획구역,12,12,
신축,임흥파크빌,서울특별시 광진구 자양동 553-393,179,95.82,356.31,,53.53,199.06,철근콘크리트구조,2016-08-10,2016-10-04,2017-03-07,5,0,공동주택,근린생활시설및다세대주택,제2종일반주거지역,,,6,,
용도변경,,서울특별시 광진구 중곡동 556-1 외1필지,464.1,223.55,1125.21,,48.17,199.72,철근콘크리트구조,2017-02-01,,2017-03-03,5,1,제1종근린생활시설,,제2종일반주거지역,,가축사육제한구역,,,
신축,구의동 239-92 공동주택 (이승규),서울특별시 광진구 구의동 239-92,138.28,80.99,274.33,,58.5696,198.3873,철근콘크리트구조,2016-09-19,2016-09-27,2017-03-03,5,0,공동주택,,제2종일반주거지역,,,6,,
신축,중곡동 255-1 공동주택 (김광수),서울특별시 광진구 중곡동 255-1 외1필지,237.3,139.44,473.3,,58.76,199.45,철근콘크리트구조,2016-06-15,2016-07-21,2017-03-03,6,0,공동주택,도시형생활주택(단지형다세대주택),도시지역,,,10,,
신축,에덴빌 3차,서울특별시 광진구 중곡동 242-16 외1필지,328.6,189.12,575.16,,57.55,175.03,철근콘크리트구조,2016-08-10,2016-10-06,2017-02-28,5,0,공동주택,다세대주택(14세대) 및 제2종근린생활시설(사무소),제2종일반주거지역,,가축사육제한구역,14,2,
신축,비욘드 하우스,서울특별시 광진구 자양동 78-39,119,69.05,235.27,,58.0252,197.7059,철근콘크리트구조,2016-07-26,2016-08-02,2017-02-28,5,0,단독주택,다가구주택,제2종일반주거지역,,학교환경위생정화구역,,,3
신축,구립 중곡1동 자람터어린이집,서울특별시 광진구 중곡동 624-21,199,117.31,398.36,,58.95,165.57,철근콘크리트구조,2017-02-15,2017-02-16,2017-02-27,3,1,노유자시설,어린이집,제2종일반주거지역,,가축사육제한구역,,,
신축,구립 능동 꿈맞이 어린이집,서울특별시 광진구 능동 249-4,218.2,130.9,325.33,,59.99,149.0972,철근콘크리트구조,2016-08-04,2017-02-21,2017-02-27,3,0,노유자시설,어린이집,도시지역,대공방어협조구역,,,,
신축,,서울특별시 광진구 화양동 77,144,84.2,490.32,,58.47,340.5,철근콘크리트구조,2016-07-14,2016-07-20,2017-02-24,8,0,제2종근린생활시설,사무소,준주거지역,,제1종지구단위계획구역,,,
신축,동서화운트빌,서울특별시 광진구 구의동 204-2 외1필지,434.7,234,867.28,,53.83,199.51,철근콘크리트구조,2016-07-07,2016-07-14,2017-02-24,6,0,공동주택,및제2종근린생활시설(사무소),도시지역,,,12,4,
신축,삼화빌딩,서울특별시 광진구 구의동 53-3 외1필지,515.7,214.12,1496.67,,41.52,222.86,철근콘크리트구조,2015-12-17,2016-05-12,2017-02-24,7,1,공동주택,도시형생활주택(단지형다세대) 및 근린생활시설,제3종일반주거지역,,제1종지구단위계획구역,12,3,
증축,대한감리회중곡교회,서울특별시 광진구 중곡동 88-9,1022.8,469.61,1377.17,1377.17,45.91,96.86,철근콘크리트구조,2016-07-25,2016-11-18,2017-02-23,3,1,종교시설,교회,제2종일반주거지역,,,,,
신축,헤라힐스,서울특별시 광진구 중곡동 147-50,147.26,79.75,283.5,,54.16,149.97,철근콘크리트구조,2016-07-18,2016-08-10,2017-02-23,5,1,공동주택,도시형생활주택(단지형다세대주택),제1종일반주거지역,,,8,2,
신축,해다온,서울특별시 광진구 중곡동 33-60 외1필지,329.6,196.6,615.46,,59.65,186.73,철근콘크리트구조,2016-07-14,2016-07-27,2017-02-23,5,0,공동주택,다세대주택,도시지역,,,16,,
용도변경,구의동 246-3 제2종근린생활시설 (장창기),서울특별시 광진구 구의동 246-3,1372.2,682.64,2763.96,,49.74,152.27,,2016-11-08,,2017-02-21,3,1,제2종근린생활시설,당구장.점포사무실치과의원부동산중계업소,일반상업지역,일반미관지구,제1종지구단위계획구역,,,
신축,하우젠빌,서울특별시 광진구 중곡동 33-6 외1필지,218.8,131.04,433.36,,59.89,198.06,철근콘크리트구조,2016-06-29,2016-07-27,2017-02-21,6,0,공동주택,도시형생활주택 단지형다세대주택 및 제2종근린생활시설,제2종일반주거지역,,지구단위계획구역,7,,
신축,,서울특별시 광진구 중곡동 619-5,165.6,96.49,326.21,,58.27,196.99,철근콘크리트구조,2016-08-02,2016-08-04,2017-02-20,5,0,공동주택,다세대주택,제2종일반주거지역,,,9,,
신축,자양 에스하임9,서울특별시 광진구 자양동 231-5,485.9,291.44,971.7,,59.98,199.98,철근콘크리트구조,2016-07-13,2016-09-05,2017-02-20,5,0,공동주택,다세대주택,제2종일반주거지역,,,22,,
신축,리치 하우스,서울특별시 광진구 화양동 35-34,102.19,61.06,163.28,,59.75,159.78,철근콘크리트구조,2016-09-07,2016-09-28,2017-02-17,4,0,단독주택,다가구용단독주택,도시지역,,,,,3
신축,,서울특별시 광진구 자양동 678-15,169.9,101.7,325.75,,59.86,191.73,철근콘크리트구조,2016-08-10,2016-09-12,2017-02-17,5,0,단독주택,"다가구주택,근린생활시설",도시지역,대공방어협조구역,학교환경위생정화구역,,,6
신축,능동 254-30 공동주택 (정오순),서울특별시 광진구 능동 254-30,207.78,105.64,311.21,,50.84,149.78,철근콘크리트구조,2016-08-05,2016-09-05,2017-02-17,5,0,공동주택,(도시형생활주택),제1종일반주거지역,,,7,,
신축,조일리더스빌,서울특별시 광진구 구의동 204-4,628.6,328.69,1256.98,,52.29,199.97,철근콘크리트구조,2016-02-16,2016-04-11,2017-02-17,6,0,공동주택,도시형생활주택,제2종일반주거지역,,,20,,
신축,호텔 컬리넌 건대2,서울특별시 광진구 군자동 350-1 외2필지,592.31,207.73,1998.15,,35.07,276.63,철근콘크리트구조,2015-10-02,2015-12-11,2017-02-17,10,1,숙박시설,관광숙박시설,제3종일반주거지역,일반미관지구,,,,
신축,,서울특별시 광진구 능동 242-14,205,122.45,307.4,,59.73,149.95,철근콘크리트구조,2016-07-22,2016-09-05,2017-02-16,4,0,제2종근린생활시설,근린시설/다가구주택,제1종일반주거지역,최저고도지구,,,,5
신축,로젠스톤,서울특별시 광진구 구의동 251-31 외1필지,469.7,261.44,2109.59,,55.66,345.27,철근콘크리트구조,2015-07-10,2015-09-18,2017-02-14,12,2,업무시설,"(주거용오피스텔),다세대주택,제1종근린시설(소매점)",준주거지역,중심지미관지구,,18,36,
신축,우송,서울특별시 광진구 능동 247-12,410.9,203.7,1253.23,,49.57,233.2,철근콘크리트구조,2016-01-12,2016-04-04,2017-02-13,6,1,공동주택,다세대주택,가로구역별최고높이제한지역,대공방어협조구역,,10,2,
신축,.,서울특별시 광진구 군자동 468-7,121.06,71.08,241.17,,58.71,199.22,철근콘크리트구조,2016-07-22,2016-08-03,2017-02-09,5,0,단독주택,근생및다가구주택,,,,,,6
신축,베아누 빌,서울특별시 광진구 구의동 67-17 외1필지,280.42,167.28,554.98,,59.65,197.91,철근콘크리트구조,2016-05-12,2016-05-23,2017-02-09,5,0,공동주택,다세대주택/근린생활시설,제2종일반주거지역,,,11,,
신축,구의동 49-3 공동주택 (이영만),서울특별시 광진구 구의동 49-3,196.4,117.39,359.44,,59.77,183.01,철근콘크리트구조,2016-08-29,2016-09-09,2017-02-07,5,0,공동주택,"다세대주택,제2종근린생활시설(부동산중계업소)",제2종일반주거지역,,,7,,
신축,자양동 16-44 단독주택 (김기호),서울특별시 광진구 자양동 16-44,129.9,77.08,223.5,,59.34,172.06,철근콘크리트구조,2016-08-08,2016-08-30,2017-02-07,4,0,단독주택,"다가구주택,근린생활시설",도시지역,대공방어협조구역,학교환경위생정화구역,,,4
신축,수플러스,서울특별시 광진구 중곡동 190-25 외1필지,155.24,92.34,310.17,,59.48,199.8,철근콘크리트구조,2016-07-12,2016-08-02,2017-02-07,5,0,단독주택,다가구주택 및 근린생활시설,제2종일반주거지역,대공방어협조구역,학교환경위생정화구역,,,6
신축,중곡동 646-13 공동주택 (원인수),서울특별시 광진구 중곡동 646-13,209,124.52,391.78,,59.58,187.45,철근콘크리트구조,2016-09-26,2016-09-29,2017-02-03,5,0,공동주택,다세대주택,도시지역,대공방어협조구역,,10,,
신축,다온빌,서울특별시 광진구 중곡동 132-13,107.8,53.81,258.9,,49.92,240.17,철근콘크리트구조,2016-08-24,2016-09-05,2017-02-03,6,0,공동주택,"도시형생활주택(단지형다세대),근린생활시설(사무소,휴게음식점)",도시지역,,,4,2,
